Original Name,Test Case Name,Test Type,Label,Bridger Score
AMINA,AMINA,Exact Match,Match,100
"RI, Yong Mu","RI, Yong Mu",Exact Match,Match,100
"QUINTERO MARIN, Maria Eugenia","QUINTERO MARIN, Maria Eugenia",Exact Match,Match,100
ALL-RUSSIAN PUBLIC ORGANIZATION SOCIETY FOR THE PROMOTION OF RUSSIAN HISTORICAL DEVELOPMENT TSARGRAD,ALL-RUSSIAN PUBLIC ORGANIZATION SOCIETY FOR THE PROMOTION OF RUSSIAN HISTORICAL DEVELOPMENT TSARGRAD,Exact Match,Match,100
"AL-KHAZALI, Qais","AL-KHAZALI, Qais",Exact Match,Match,100
"TSYPLAKOV, Sergey Gennadevich","TSYPLAKOV, Sergey Gennadevich",Exact Match,Match,100
"PETROBARRANCOS, S.A. DE C.V.","PETROBARRANCOS, S.A. DE C.V.",Exact Match,Match,100
"MUGABE, Robert Gabriel","MUGABE, Robert Gabriel",Exact Match,Match,100
"MEZA CAZARES, Gipsy","MEZA CAZARES, Gipsy",Exact Match,Match,100
"MARKU, Ton","MARKU, Ton",Exact Match,Match,100
"DISTRIBUIDORA E IMPORTADORA DE PRODUCTOS MEDICOS DEL NORTE, S.A. DE C.V.","DISTRIBUIDORA E IMPORTADORA DE PRODUCTOS MEDICOS DEL NORTE, S.A. DE C.V.",Exact Match,Match,100
MC OVERSEAS TRADING COMPANY SA DE CV,MC OVERSEAS TRADING COMPANY SA DE CV,Exact Match,Match,100
"ARANI, Hossein Firouzi","ARANI, Hossein Firouzi",Exact Match,Match,100
YV1850,YV1850,Exact Match,Match,100
"MEJAKIC, Zeljko","MEJAKIC, Zeljko",Exact Match,Match,100
"AGUIRRE SANCHEZ, Claudia","AGUIRRE SANCHEZ, Claudia",Exact Match,Match,100
MYOHYANG SHIPPING CO,MYOHYANG SHIPPING CO,Exact Match,Match,100
HORMOGAN ELECTRICITY AND POWER GENERATION,HORMOGAN ELECTRICITY AND POWER GENERATION,Exact Match,Match,100
"ARIF, Said","ARIF, Said",Exact Match,Match,100
"PANTELEEV, Oleg Evgenevich","PANTELEEV, Oleg Evgenevich",Exact Match,Match,100
"PAO, Yu Liang","PAO, Yu Liang",Exact Match,Match,100
YORACO,YORACO,Exact Match,Match,100
"CALDERON CHIRINOS, Carlos Alberto","CALDERON CHIRINOS, Carlos Alberto",Exact Match,Match,100
UR-BXI,UR-BXI,Exact Match,Match,100
AL RASHID TRUST,AL RASHID TRUST,Exact Match,Match,100
"SALEH, Dr. Abdul Latif","SALEH, Dr. Abdul Latif",Exact Match,Match,100
ALFA CAPITAL MARKETS LTD,ALFA CAPITAL MARKETS LTD,Exact Match,Match,100
"MAHMOUDI, Mohammad","MAHMOUDI, Mohammad",Exact Match,Match,100
GOLDEN STAR CO,GOLDEN STAR CO,Exact Match,Match,100
"KARA-OOL, Sholban Valerievich","KARA-OOL, Sholban Valerievich",Exact Match,Match,100
"MALAKHOVA, Svetlana Anatolievna","MALAKHOVA, Svetlana Anatolievna",Exact Match,Match,100
"VYBORNY, Anatoly Borisovich","VYBORNY, Anatoly Borisovich",Exact Match,Match,100
"ALLOUCH, Aziz","ALLOUCH, Aziz",Exact Match,Match,100
"BERNAL MARTINEZ, Manuel Gregorio","BERNAL MARTINEZ, Manuel Gregorio",Exact Match,Match,100
"FETISOV, Vyacheslav","FETISOV, Vyacheslav",Exact Match,Match,100
"ZANGANEH, Touraj","ZANGANEH, Touraj",Exact Match,Match,100
"MIJARES TRANCOSO, Gilberto","MIJARES TRANCOSO, Gilberto",Exact Match,Match,100
"SOPTA, Stanko","SOPTA, Stanko",Exact Match,Match,100
CASPIA,CASPIA,Exact Match,Match,100
CORBURN 13 FARM,CORBURN 13 FARM,Exact Match,Match,100
"VAINO, Anton Eduardovich","VAINO, Anton Eduardovich",Exact Match,Match,100
"GONZALEZ PENUELAS, Ignacio","GONZALEZ PENUELAS, Ignacio",Exact Match,Match,100
PETRO ENERGY INTERTRADE COMPANY,PETRO ENERGY INTERTRADE COMPANY,Exact Match,Match,100
"VOROBEV, Andrey Viktorovich","VOROBEV, Andrey Viktorovich",Exact Match,Match,100
"LOMURO, Martin Elia","LOMURO, Martin Elia",Exact Match,Match,100
TAMILS REHABILITATION ORGANISATION,TAMILS REHABILITATION ORGANISATION,Exact Match,Match,100
STALINGRAD,STALINGRAD,Exact Match,Match,100
"ANWAR, Rao","ANWAR, Rao",Exact Match,Match,100
"ABDALLAH, Ahmad Jalal Reda","ABDALLAH, Ahmad Jalal Reda",Exact Match,Match,100
INT LTD EOOD,INT LTD EOOD,Exact Match,Match,100
TEAMFORD ENTERPRISES LIMITED,TEAMFORD ENTERPRISES LIMITED,Exact Match,Match,100
"GRUPO FALCON DE PANAMA, S.A.","GRUPO FALCON DE PANAMA, S.A.",Exact Match,Match,100
DURAND PROPERTIES LIMITED,DURAND PROPERTIES LIMITED,Exact Match,Match,100
P-533,P-533,Exact Match,Match,100
JOINT STOCK COMPANY SUDOEXPORT,JOINT STOCK COMPANY SUDOEXPORT,Exact Match,Match,100
"MALLAH, Abdul Jalil","MALLAH, Abdul Jalil",Exact Match,Match,100
U.I. INTERNATIONAL,U.I. INTERNATIONAL,Exact Match,Match,100
"AVDEEVA, Elena Osipovna","AVDEEVA, Elena Osipovna",Exact Match,Match,100
"TRABELSI, Mourad","TRABELSI, Mourad",Exact Match,Match,100
"YUN, Ho-Jin","YUN, Ho-Jin",Exact Match,Match,100
INVERSIONES DE OCCIDENTE LTDA.,INVERSIONES DE OCCIDENTE LTDA.,Exact Match,Match,100
BAHARESTAN KISH COMPANY,BAHARESTAN KISH COMPANY,Exact Match,Match,100
NATIONAL IRANIAN OIL COMPANY,NATIONAL IRANIAN OIL COMPANY,Exact Match,Match,100
"WANG, Dongming","WANG, Dongming",Exact Match,Match,100
"MUHAMMADI, Umid","MUHAMMADI, Umid",Exact Match,Match,100
FERARI PREDUZEEE ZA USLUGE I PROMET POLOVNIM VOZILIMA SH.A.,FERARI PREDUZEEE ZA USLUGE I PROMET POLOVNIM VOZILIMA SH.A.,Exact Match,Match,100
"IKEDA, Takashi","IKEDA, Takashi",Exact Match,Match,100
"HIR, Zulkifli Bin Abdul","HIR, Zulkifli Bin Abdul",Exact Match,Match,100
LIMITED LIABILITY COMPANY PRIVATE SECURITY ORGANIZATION RSB-GROUP,LIMITED LIABILITY COMPANY PRIVATE SECURITY ORGANIZATION RSB-GROUP,Exact Match,Match,100
"GRUPO CONTROL 2004, C.A.","GRUPO CONTROL 2004, C.A.",Exact Match,Match,100
CONTINUITY IRA,CONTINUITY IRA,Exact Match,Match,100
"WAFA'I, Diya'","WAFA'I, Diya'",Exact Match,Match,100
"TAKEUCHI, Teruaki","TAKEUCHI, Teruaki",Exact Match,Match,100
WOORY STAR,WOORY STAR,Exact Match,Match,100
GUDZON SHIPPING CO LLC,GUDZON SHIPPING CO LLC,Exact Match,Match,100
OOO AGRO-REGION,OOO AGRO-REGION,Exact Match,Match,100
"HAMUDAT, General Maki Mustafa","HAMUDAT, General Maki Mustafa",Exact Match,Match,100
"MORENO TUBERQUIA, Carlos Antonio","MORENO TUBERQUIA, Carlos Antonio",Exact Match,Match,100
JOZA INDUSTRIAL COMPANY,JOZA INDUSTRIAL COMPANY,Exact Match,Match,100
BANDAR IMAM ABNIROO PETROCHEMICAL COMPANY,BANDAR IMAM ABNIROO PETROCHEMICAL COMPANY,Exact Match,Match,100
"UZDENOV, Dzhasharbek Borisovich","UZDENOV, Dzhasharbek Borisovich",Exact Match,Match,100
"OKPOH, Felix Osilama","OKPOH, Felix Osilama",Exact Match,Match,100
PARSEK LLC,PARSEK LLC,Exact Match,Match,100
"AL-AHMAD, Sa'ad Muhammad Yunis","AL-AHMAD, Sa'ad Muhammad Yunis",Exact Match,Match,100
"PANDUREVIC, Vinko","PANDUREVIC, Vinko",Exact Match,Match,100
MINSK SPECIAL PURPOSE POLICE UNIT,MINSK SPECIAL PURPOSE POLICE UNIT,Exact Match,Match,100
TISA KISH,TISA KISH,Exact Match,Match,100
"TARABAIN CHAMAS, Mohamad","TARABAIN CHAMAS, Mohamad",Exact Match,Match,100
"ALEJOS CAMBARA, Gustavo Adolfo","ALEJOS CAMBARA, Gustavo Adolfo",Exact Match,Match,100
"GASILOV, Andrei Valeryevich","GASILOV, Andrei Valeryevich",Exact Match,Match,100
"DUARTE TORRES, Rafael","DUARTE TORRES, Rafael",Exact Match,Match,100
HONG PANG TEXTILE COMPANY LIMITED,HONG PANG TEXTILE COMPANY LIMITED,Exact Match,Match,100
"MANGOK, Marial Chanuong Yol","MANGOK, Marial Chanuong Yol",Exact Match,Match,100
EP-IED,EP-IED,Exact Match,Match,100
"AL-FAQIH, Saad Rashed Mohammad","AL-FAQIH, Saad Rashed Mohammad",Exact Match,Match,100
"LOPEZ RODRIGUEZ, Jorge Octavio","LOPEZ RODRIGUEZ, Jorge Octavio",Exact Match,Match,100
"TRY PHEAP DRY PORT CO., LTD.","TRY PHEAP DRY PORT CO., LTD.",Exact Match,Match,100
"FORTIA BAJA SUR, S.A. DE C.V.","FORTIA BAJA SUR, S.A. DE C.V.",Exact Match,Match,100
"GEREMEYEV, Ruslan","GEREMEYEV, Ruslan",Exact Match,Match,100
"ALI ALI ABKAR, Al-Hasan","ALI ALI ABKAR, Al-Hasan",Exact Match,Match,100
KOHAS AG,KOHAS AG,Exact Match,Match,100
JABBER IBN HAYAN,JABBER IBN HAYAN,Exact Match,Match,100
AKADEMIK CHERSKIY,AKADEMIK CHERSKIY,Exact Match,Match,100
ORIMAR LTDA.,ORIMAR LTDA.,Exact Match,Match,100
"XIROS, Christodoulos","XIROS, Christodoulos",Exact Match,Match,100
"GARCIA ARBOLEDA, Edward","GARCIA ARBOLEDA, Edward",Exact Match,Match,100
"ETTEHADI, Esam","ETTEHADI, Esam",Exact Match,Match,100
SAKAN GENERAL TRADING,SAKAN GENERAL TRADING,Exact Match,Match,100
"MONTAZAMI, Gholamreza","MONTAZAMI, Gholamreza",Exact Match,Match,100
GRUPO W S.A.,GRUPO W S.A.,Exact Match,Match,100
SALLIZAR SHIPPING SAL,SALLIZAR SHIPPING SAL,Exact Match,Match,100
"DALAH, Ghaith","DALAH, Ghaith",Exact Match,Match,100
"JAFARI DOLATABADI, Abbas","JAFARI DOLATABADI, Abbas",Exact Match,Match,100
P-672,P-672,Exact Match,Match,100
"PEAKVIEW INDUSTRY CO., LIMITED","PEAKVIEW INDUSTRY CO., LIMITED",Exact Match,Match,100
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU FERTOING,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU FERTOING,Exact Match,Match,100
"DANDONG KEHUA ECONOMY & TRADE CO., LTD.","DANDONG KEHUA ECONOMY & TRADE CO., LTD.",Exact Match,Match,100
AVIA TRUST FZE,AVIA TRUST FZE,Exact Match,Match,100
"HABIB, Radwan","HABIB, Radwan",Exact Match,Match,100
"ARAUJO MONZON, Elvira","ARAUJO MONZON, Elvira",Exact Match,Match,100
"ZADORNOV, Mikhail Mikhaylovich","ZADORNOV, Mikhail Mikhaylovich",Exact Match,Match,100
"AL-BAZZAL, Muhammad Qasim","AL-BAZZAL, Muhammad Qasim",Exact Match,Match,100
"MA'RUF, Abd-al-Salam","MA'RUF, Abd-al-Salam",Exact Match,Match,100
"AL-TIKRITI, Ahmed Watban Ibrahim Hasan","AL-TIKRITI, Ahmed Watban Ibrahim Hasan",Exact Match,Match,100
GREAT LAKES BUSINESS COMPANY,GREAT LAKES BUSINESS COMPANY,Exact Match,Match,100
"DMITRIEV, Kirill Aleksandrovich","DMITRIEV, Kirill Aleksandrovich",Exact Match,Match,100
GTLK MIDDLE EAST FREE ZONE COMPANY,GTLK MIDDLE EAST FREE ZONE COMPANY,Exact Match,Match,100
"HAGHIGHIAN, Mohammad Hossein","HAGHIGHIAN, Mohammad Hossein",Exact Match,Match,100
EP-IEG,EP-IEG,Exact Match,Match,100
"'ABDALLAH, Sayyar","'ABDALLAH, Sayyar",Exact Match,Match,100
JOINT STOCK COMPANY GENBANK,JOINT STOCK COMPANY GENBANK,Exact Match,Match,100
"FARMACIA VIDA SUPREMA, S.A. DE C.V.","FARMACIA VIDA SUPREMA, S.A. DE C.V.",Exact Match,Match,100
"AL-LAMI, Hussein Falah","AL-LAMI, Hussein Falah",Exact Match,Match,100
TADBIR ECONOMIC DEVELOPMENT GROUP,TADBIR ECONOMIC DEVELOPMENT GROUP,Exact Match,Match,100
SHOMAL CEMENT COMPANY,SHOMAL CEMENT COMPANY,Exact Match,Match,100
"EZHIKOV, Vladimir Vladimirovich","EZHIKOV, Vladimir Vladimirovich",Exact Match,Match,100
INMOBILIARIA TIJUANA COSTA S.A. DE C.V.,INMOBILIARIA TIJUANA COSTA S.A. DE C.V.,Exact Match,Match,100
COMERCIALIZADORA MOR GAVIRIA S.A.,COMERCIALIZADORA MOR GAVIRIA S.A.,Exact Match,Match,100
NATIONAL IRANIAN OIL COMPANY PTE LTD,NATIONAL IRANIAN OIL COMPANY PTE LTD,Exact Match,Match,100
"KHALID, Saifullah","KHALID, Saifullah",Exact Match,Match,100
"BAHADORI, Masoud","BAHADORI, Masoud",Exact Match,Match,100
AKTSIONERNOE OBSHCHESTVO RAVENSTVO-SERVICE,AKTSIONERNOE OBSHCHESTVO RAVENSTVO-SERVICE,Exact Match,Match,100
"RASHKIN, Valery Fedorovich","RASHKIN, Valery Fedorovich",Exact Match,Match,100
FOCUS MEDIA COMPANY SAL OFFSHORE,FOCUS MEDIA COMPANY SAL OFFSHORE,Exact Match,Match,100
ELVEES RESEARCH AND DEVELOPMENT CENTER JSC,ELVEES RESEARCH AND DEVELOPMENT CENTER JSC,Exact Match,Match,100
"CONSULTORIA INTEGRAL LA FUENTE, SOCIEDAD CIVIL","CONSULTORIA INTEGRAL LA FUENTE, SOCIEDAD CIVIL",Exact Match,Match,100
BAHJAT AL KAWTHAR COMPANY FOR CONSTRUCTION AND TRADING LTD.,BAHJAT AL KAWTHAR COMPANY FOR CONSTRUCTION AND TRADING LTD.,Exact Match,Match,100
"SALIM, Firas Hajj","SALIM, Firas Hajj",Exact Match,Match,100
RAMIREZ ABADIA Y CIA. S.C.S.,RAMIREZ ABADIA Y CIA. S.C.S.,Exact Match,Match,100
"SOULEYMANE, Bi Sidi","SOULEYMANE, Bi Sidi",Exact Match,Match,100
INVERSIONES AGROINDUSTRIALES DEL ORIENTE LTDA.,INVERSIONES AGROINDUSTRIALES DEL ORIENTE LTDA.,Exact Match,Match,100
NPV ENGINEERING OPEN JOINT STOCK COMPANY,NPV ENGINEERING OPEN JOINT STOCK COMPANY,Exact Match,Match,100
"RAZAVI, Morteza","RAZAVI, Morteza",Exact Match,Match,100
AL FOULK TRADING CO. L.L.C,AL FOULK TRADING CO. L.L.C,Exact Match,Match,100
OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE TEKHNOPROMEKSPORT,OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE TEKHNOPROMEKSPORT,Exact Match,Match,100
"GERMANOVA, Olga Mikhaylovna","GERMANOVA, Olga Mikhaylovna",Exact Match,Match,100
MINISTRY OF PEOPLE'S SECURITY CORRECTIONAL BUREAU,MINISTRY OF PEOPLE'S SECURITY CORRECTIONAL BUREAU,Exact Match,Match,100
ASESORIA Y SOLUCIONES GRUPO CONSULTOR S.A.,ASESORIA Y SOLUCIONES GRUPO CONSULTOR S.A.,Exact Match,Match,100
"CHEN, Mei Hsiang","CHEN, Mei Hsiang",Exact Match,Match,100
IRKUT CORPORATION JOINT STOCK COMPANY,IRKUT CORPORATION JOINT STOCK COMPANY,Exact Match,Match,100
"FLORBEL OPERADORA DE RESTAURANTES, S.A. DE C.V.","FLORBEL OPERADORA DE RESTAURANTES, S.A. DE C.V.",Exact Match,Match,100
"LOPEZ POBLANO, Beatriz Raquel","LOPEZ POBLANO, Beatriz Raquel",Exact Match,Match,100
SYRIAN GAS COMPANY,SYRIAN GAS COMPANY,Exact Match,Match,100
YV3360,YV3360,Exact Match,Match,100
FALCON STRATEGIC SOLUTIONS DOO,FALCON STRATEGIC SOLUTIONS DOO,Exact Match,Match,100
COMERCIALIZADORA TROPPO SOCIEDAD ANONIMA,COMERCIALIZADORA TROPPO SOCIEDAD ANONIMA,Exact Match,Match,100
"MASOUMPOUR, Mojtaba","MASOUMPOUR, Mojtaba",Exact Match,Match,100
"FARAH, Meliad","FARAH, Meliad",Exact Match,Match,100
"ABDULKARIM, Wael","ABDULKARIM, Wael",Exact Match,Match,100
SPRING SHIPPING LIMITED,SPRING SHIPPING LIMITED,Exact Match,Match,100
"ABDURRAHMAN, Mohamad Iqbal","ABDURRAHMAN, Mohamad Iqbal",Exact Match,Match,100
VARIEDADES BRITNEY,VARIEDADES BRITNEY,Exact Match,Match,100
"TOLSTOY, Petr Olegovich","TOLSTOY, Petr Olegovich",Exact Match,Match,100
ELITNYE DOMA OOO,ELITNYE DOMA OOO,Exact Match,Match,100
"URANGA ARTOLA, Kemen","URANGA ARTOLA, Kemen",Exact Match,Match,100
MOKU GOLDMINES AG,MOKU GOLDMINES AG,Exact Match,Match,100
JOINT STOCK COMPANY CORPORATION MOSCOW INSTITUTE OF HEAT TECHNOLOGY,JOINT STOCK COMPANY CORPORATION MOSCOW INSTITUTE OF HEAT TECHNOLOGY,Exact Match,Match,100
"TECNOLOGIA DIGITAL Y SERVICIOS, S.A. DE C.V.","TECNOLOGIA DIGITAL Y SERVICIOS, S.A. DE C.V.",Exact Match,Match,100
ISFAHAN CENTRAL PRISON,ISFAHAN CENTRAL PRISON,Exact Match,Match,100
MINISTRY OF DEFENSE AND ARMED FORCES LOGISTICS,MINISTRY OF DEFENSE AND ARMED FORCES LOGISTICS,Exact Match,Match,100
BEHRAN OIL CO.,BEHRAN OIL CO.,Exact Match,Match,100
"ARRIOLA MARQUEZ, Miguel Angel","ARRIOLA MARQUEZ, Miguel Angel",Exact Match,Match,100
"KARELOVA, Galina Nikolayevna","KARELOVA, Galina Nikolayevna",Exact Match,Match,100
"ESMA'ILPUR, Asghar","ESMA'ILPUR, Asghar",Exact Match,Match,100
EP-MNO,EP-MNO,Exact Match,Match,100
"IVANOV, Sergei Borisovich","IVANOV, Sergei Borisovich",Exact Match,Match,100
"CIFUENTES GALINDO, Luis Eduardo","CIFUENTES GALINDO, Luis Eduardo",Exact Match,Match,100
BALIAR,BALIAR,Exact Match,Match,100
"KHURI, Imad Mtanyus","KHURI, Imad Mtanyus",Exact Match,Match,100
"MUSAVI, Razi","MUSAVI, Razi",Exact Match,Match,100
"IVANOV, Sergei Sergeevich","IVANOV, Sergei Sergeevich",Exact Match,Match,100
SUBSIDIARY BANK SBERBANK OF RUSSIA JOINT STOCK COMPANY,SUBSIDIARY BANK SBERBANK OF RUSSIA JOINT STOCK COMPANY,Exact Match,Match,100
BASIJ RESISTANCE FORCE,BASIJ RESISTANCE FORCE,Exact Match,Match,100
ALPHABET INTERNATIONAL DMCC,ALPHABET INTERNATIONAL DMCC,Exact Match,Match,100
FANAMOJ,FANAMOJ,Exact Match,Match,100
INTERNATIONAL CENTER FOR QUANTUM OPTICS AND QUANTUM TECHNOLOGIES LIMITED LIABILITY COMPANY,INTERNATIONAL CENTER FOR QUANTUM OPTICS AND QUANTUM TECHNOLOGIES LIMITED LIABILITY COMPANY,Exact Match,Match,100
"LOUNICI, Djamel","LOUNICI, Djamel",Exact Match,Match,100
DAY E-COMMERCE,DAY E-COMMERCE,Exact Match,Match,100
AL REHMAT TRUST,AL REHMAT TRUST,Exact Match,Match,100
"ALQAHTANI, Saif Saad Q.","ALQAHTANI, Saif Saad Q.",Exact Match,Match,100
"SHAPETSKA, Yauhen Andreevich","SHAPETSKA, Yauhen Andreevich",Exact Match,Match,100
NATIONAL MOVEMENT FOR THE LIBERATION OF KOSOVO,NATIONAL MOVEMENT FOR THE LIBERATION OF KOSOVO,Exact Match,Match,100
"HIGUERA GUERRERO, Gilberto","HIGUERA GUERRERO, Gilberto",Exact Match,Match,100
J.A.J. BARBOSA Y CIA. S.C.S.,J.A.J. BARBOSA Y CIA. S.C.S.,Exact Match,Match,100
"KAMMOUN, Mehdi","KAMMOUN, Mehdi",Exact Match,Match,100
AKHMAT MMA,AKHMAT MMA,Exact Match,Match,100
"YUDAYEVA, Kseniya Valentinovna","YUDAYEVA, Kseniya Valentinovna",Exact Match,Match,100
"MUHAMMAD, Faqir","MUHAMMAD, Faqir",Exact Match,Match,100
"AL-SA'ID, Nidal","AL-SA'ID, Nidal",Exact Match,Match,100
"KONDRAKHINA, Melaniya Andreyevna","KONDRAKHINA, Melaniya Andreyevna",Exact Match,Match,100
LLC SCIENTIFIC PRODUCTION ENTERPRISE DIGITAL SOLUTIONS,LLC SCIENTIFIC PRODUCTION ENTERPRISE DIGITAL SOLUTIONS,Exact Match,Match,100
"'ID, Nisrin Bubhi","'ID, Nisrin Bubhi",Exact Match,Match,100
"AL-ZOMOR, Abboud Abdul Latif Hassan","AL-ZOMOR, Abboud Abdul Latif Hassan",Exact Match,Match,100
"GARCIA RODRIGUEZ, Martha","GARCIA RODRIGUEZ, Martha",Exact Match,Match,100
"TUBAIGY, Salah Muhammed A.","TUBAIGY, Salah Muhammed A.",Exact Match,Match,100
"SHEN, Yueyue","SHEN, Yueyue",Exact Match,Match,100
ZAGROS PETROCHEMICAL,ZAGROS PETROCHEMICAL,Exact Match,Match,100
"BIN LADEN, Hamza","BIN LADEN, Hamza",Exact Match,Match,100
"AKHMATOV, Dzhabrail Alkhazurovich","AKHMATOV, Dzhabrail Alkhazurovich",Exact Match,Match,100
"AL 'ANABI, Abu 'Ubaydah Yusuf","AL 'ANABI, Abu 'Ubaydah Yusuf",Exact Match,Match,100
"ADMINISTRADORA DE INMUEBLES VIDA, S.A. DE C.V.","ADMINISTRADORA DE INMUEBLES VIDA, S.A. DE C.V.",Exact Match,Match,100
"KAGANSKIY, Vladimir Yakovlevich","KAGANSKIY, Vladimir Yakovlevich",Exact Match,Match,100
LOGARCHEO S.A.,LOGARCHEO S.A.,Exact Match,Match,100
"TUITO, Oded","TUITO, Oded",Exact Match,Match,100
"AL-HIYARI, Bilal Mansur","AL-HIYARI, Bilal Mansur",Exact Match,Match,100
"BENDEBKA, L'Hadi","BENDEBKA, L'Hadi",Exact Match,Match,100
"DEEP OFFSHORE TECHNOLOGY COMPANY,  P.J.S.","DEEP OFFSHORE TECHNOLOGY COMPANY,  P.J.S.",Exact Match,Match,100
"CARRENO ESCOBAR, Pedro Miguel","CARRENO ESCOBAR, Pedro Miguel",Exact Match,Match,100
"BAZZI, Wael","BAZZI, Wael",Exact Match,Match,100
"GRUPO COMERCIAL ROOL, S.A. DE C.V.","GRUPO COMERCIAL ROOL, S.A. DE C.V.",Exact Match,Match,100
"LUKIC, Milan","LUKIC, Milan",Exact Match,Match,100
BUALI INVESTMENT COMPANY,BUALI INVESTMENT COMPANY,Exact Match,Match,100
"TAGWIREI, Kudakwashe Regimond","TAGWIREI, Kudakwashe Regimond",Exact Match,Match,100
"MATEO LAUREANO, Ignacio","MATEO LAUREANO, Ignacio",Exact Match,Match,100
TONG HUNG 5,TONG HUNG 5,Exact Match,Match,100
VABO 2008 EOOD,VABO 2008 EOOD,Exact Match,Match,100
REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT,REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT,Exact Match,Match,100
"MAWAFI, Ramzi","MAWAFI, Ramzi",Exact Match,Match,100
"LAABOUDI, Morad","LAABOUDI, Morad",Exact Match,Match,100
GTLK ASIA LIMITED,GTLK ASIA LIMITED,Exact Match,Match,100
MANAURE,MANAURE,Exact Match,Match,100
INTERNATIONAL ANTICRISIS CENTER,INTERNATIONAL ANTICRISIS CENTER,Exact Match,Match,100
IRAN SHALAMCHEH,IRAN SHALAMCHEH,Exact Match,Match,100
"BROVKO, Vasily Yuryevich","BROVKO, Vasily Yuryevich",Exact Match,Match,100
LINEAS AEREAS ANDINAS LINCANDISA S.A.,LINEAS AEREAS ANDINAS LINCANDISA S.A.,Exact Match,Match,100
RIOS JIMENEZ S. EN C.S.,RIOS JIMENEZ S. EN C.S.,Exact Match,Match,100
"PAK, Tong Sok","PAK, Tong Sok",Exact Match,Match,100
"AL-MUSAWI, Ali Mussa Daqduq","AL-MUSAWI, Ali Mussa Daqduq",Exact Match,Match,100
"ABD-AL-GHAFUR, Humam abd-al-Khaliq","ABD-AL-GHAFUR, Humam abd-al-Khaliq",Exact Match,Match,100
"THULSIE, Brandon-Lee","THULSIE, Brandon-Lee",Exact Match,Match,100
DISTRIBUIDORA Y ELECTRICOS RINCON LTDA.,DISTRIBUIDORA Y ELECTRICOS RINCON LTDA.,Exact Match,Match,100
"HASSAN, Ali Khatib Haji","HASSAN, Ali Khatib Haji",Exact Match,Match,100
"THU, Yin Min","THU, Yin Min",Exact Match,Match,100
"AL-HASRI, Bassam Ahmad","AL-HASRI, Bassam Ahmad",Exact Match,Match,100
BALLITO BAY SHIPPING INCORPORATED,BALLITO BAY SHIPPING INCORPORATED,Exact Match,Match,100
DAEWON INDUSTRIES,DAEWON INDUSTRIES,Exact Match,Match,100
USA REALLY,USA REALLY,Exact Match,Match,100
"YAROVAYA, Irina Anatolievna","YAROVAYA, Irina Anatolievna",Exact Match,Match,100
PARNIA,PARNIA,Exact Match,Match,100
ESTACION DE SERVICIO SERVIAGRICOLA DEL ARIARI,ESTACION DE SERVICIO SERVIAGRICOLA DEL ARIARI,Exact Match,Match,100
MOSCOW INSTITUTE OF ELECTROMECHANICS AND AUTOMATICS JSC,MOSCOW INSTITUTE OF ELECTROMECHANICS AND AUTOMATICS JSC,Exact Match,Match,100
RATTANA VICHAI COMPANY LTD.,RATTANA VICHAI COMPANY LTD.,Exact Match,Match,100
JSC ARGUMENT,JSC ARGUMENT,Exact Match,Match,100
DOLLY BELL DOO BEOGRAD-NOVI BEOGRAD,DOLLY BELL DOO BEOGRAD-NOVI BEOGRAD,Exact Match,Match,100
SHAHID AVINI GROUP,SHAHID AVINI GROUP,Exact Match,Match,100
"SEMISOTOV, Nikolai Petrovich","SEMISOTOV, Nikolai Petrovich",Exact Match,Match,100
KOREA RYONGWANG TRADING CORPORATION,KOREA RYONGWANG TRADING CORPORATION,Exact Match,Match,100
INMOBILIARIA EL ESCORPION DEL NORTE S.A. DE C.V.,INMOBILIARIA EL ESCORPION DEL NORTE S.A. DE C.V.,Exact Match,Match,100
BEIJING SUKBAKSO,BEIJING SUKBAKSO,Exact Match,Match,100
SERVIAUTOS UNO A 1A LIMITADA,SERVIAUTOS UNO A 1A LIMITADA,Exact Match,Match,100
"AL-MUGHASSIL, Ahmad Ibrahim","AL-MUGHASSIL, Ahmad Ibrahim",Exact Match,Match,100
YV2965,YV2965,Exact Match,Match,100
EP-CFQ,EP-CFQ,Exact Match,Match,100
WU XIAN,WU XIAN,Exact Match,Match,100
FEDERAL SERVICE FOR MILITARY-TECHNICAL COOPERATION,FEDERAL SERVICE FOR MILITARY-TECHNICAL COOPERATION,Exact Match,Match,100
"'ATO, Mustaf","'ATO, Mustaf",Exact Match,Match,100
DAY BANK,DAY BANK,Exact Match,Match,100
JSC RUSSIAN EXPORT CENTER,JSC RUSSIAN EXPORT CENTER,Exact Match,Match,100
KRISTIANO GR 53 JSC AD,KRISTIANO GR 53 JSC AD,Exact Match,Match,100
"KRUNIC, Savo","KRUNIC, Savo",Exact Match,Match,100
LIZZY MUNDO INTERIOR,LIZZY MUNDO INTERIOR,Exact Match,Match,100
"ALI-ASGARI, Abdulali","ALI-ASGARI, Abdulali",Exact Match,Match,100
